id,name,short_name,description,vendor,price,sale_price,status,updated_at,created_at
455,dictumst morbi vestibulum velit id pretium iaculis diam,sed ante vivamus tortor duis,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",2,869,596.4198392085,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
456,cras mi pede,neque,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2,372,234.4057966668,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
457,eu felis fusce posuere felis sed lacus morbi sem,a,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",7,846,540.4270794374,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
458,quam pharetra magna ac,congue,Proin eu mi.,7,322,265.7176773311,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
459,nec condimentum neque sapien placerat ante nulla justo aliquam quis,mauris enim leo,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",8,585,528.8293244481,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
460,vel dapibus at diam nam tristique tortor,consectetuer adipiscing elit proin interdum,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",10,268,185.4542171183,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
461,consequat varius integer ac leo pellentesque ultrices mattis odio,ac neque duis bibendum,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1,852,818.5885139871,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
462,tempus semper est quam pharetra,augue,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9,679,472.6529172409,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
463,integer non velit donec diam neque vestibulum eget vulputate,diam cras pellentesque volutpat dui,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",2,169,142.9821109346,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
464,consectetuer adipiscing elit,ac,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",2,699,455.4331051333,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
465,lacinia aenean sit amet justo morbi ut odio,porta volutpat erat quisque,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,9,85,47.7402051757,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
466,a odio in hac habitasse platea,nibh fusce lacus,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",10,500,300.2887437301,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
467,ullamcorper purus sit amet nulla quisque,convallis,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",10,259,130.8215388702,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
468,nec nisi vulputate nonummy maecenas tincidunt lacus at velit,pulvinar sed,Donec ut dolor.,1,30,25.0068741893,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
469,justo nec condimentum neque sapien placerat,sed ante vivamus tortor duis,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,7,832,496.649171941,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
470,nisl aenean lectus pellentesque eget nunc donec,nulla sed vel,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",3,890,626.2589212483,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
471,neque libero convallis,libero nam dui proin leo,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",9,152,148.8185308978,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
472,vestibulum eget vulputate ut ultrices vel augue vestibulum,elit ac nulla,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",6,174,159.8371769713,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
473,dui maecenas tristique est et tempus semper est quam pharetra,elit,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7,421,299.5235265601,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
474,non ligula pellentesque,nisi,Sed vel enim sit amet nunc viverra dapibus.,2,512,311.9328063199,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
475,vitae nisi nam ultrices libero non,ipsum primis in,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",5,666,470.4412095531,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
476,aliquam sit amet diam in magna bibendum,dui vel,Duis bibendum. Morbi non quam nec dui luctus rutrum.,6,11,7.1134276878,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
477,purus eu magna,elit ac nulla,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",5,390,243.2858709813,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
478,eget congue eget,pellentesque at nulla suspendisse,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",9,221,124.564486287,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
479,pulvinar sed nisl nunc rhoncus dui vel,aliquet ultrices erat tortor sollicitudin,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,3,17,13.6326948762,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
480,suspendisse potenti cras in purus,in blandit ultrices,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2,609,464.2960137266,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
481,nascetur ridiculus mus vivamus vestibulum sagittis,ut erat id mauris vulputate,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2,820,437.332609916,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
482,quam suspendisse potenti nullam porttitor lacus at turpis,duis bibendum felis,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",1,303,288.6280244504,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
483,erat fermentum justo nec condimentum neque,phasellus id,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2,324,216.0150486536,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
484,lacus at turpis,nulla tempus vivamus in felis,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",4,433,432.3533798427,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
485,in hac habitasse,lacinia nisi venenatis tristique,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",6,967,526.8192995175,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
486,nec nisi vulputate nonummy maecenas,pretium iaculis justo,Phasellus id sapien in sapien iaculis congue.,9,759,600.9837938389,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
487,integer aliquet massa id,posuere metus vitae ipsum,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",6,562,383.3483894937,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
488,orci luctus et ultrices,nulla ultrices aliquet maecenas leo,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",9,81,48.5437876626,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
489,quisque arcu libero rutrum ac lobortis vel dapibus at,semper interdum,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",7,309,213.7766840623,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
490,vel est donec odio justo sollicitudin,ligula,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",5,486,438.0508721836,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
491,vulputate elementum nullam varius nulla facilisi cras non velit nec,metus arcu,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",1,776,419.0483540188,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
492,sapien cum sociis natoque penatibus,ligula pellentesque ultrices,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1,955,648.1224432322,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
493,diam vitae quam suspendisse,ultrices posuere cubilia,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2,890,752.0078016171,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
494,rutrum ac lobortis vel dapibus at diam nam tristique tortor,vitae mattis nibh,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",4,724,547.2914998842,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
495,scelerisque quam turpis adipiscing lorem,morbi vestibulum velit id,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",10,918,650.1697049747,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
496,at ipsum ac tellus semper interdum mauris ullamcorper,id,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,3,765,550.5603400813,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
497,curae donec pharetra,ipsum,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",3,487,422.0073713111,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
498,integer a nibh,at ipsum ac tellus,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",3,891,461.9111252586,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
499,adipiscing molestie hendrerit at vulputate vitae nisl,morbi quis,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",3,155,140.0561429891,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
500,consectetuer adipiscing elit proin interdum mauris,sapien sapien non,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",3,612,487.2252329861,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
501,euismod scelerisque quam turpis adipiscing,libero rutrum ac,Pellentesque at nulla.,1,130,95.6787880674,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
502,nibh in lectus,sit amet,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",8,820,727.5855752288,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
503,varius nulla facilisi cras,posuere felis sed lacus morbi,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",7,559,352.7415807622,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
504,massa id lobortis convallis tortor,mauris laoreet ut rhoncus aliquet,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,5,658,582.5830978025,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
505,vitae consectetuer eget rutrum at,sapien a libero,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",6,783,584.3025750066,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
506,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,turpis sed,Pellentesque ultrices mattis odio. Donec vitae nisi.,1,493,370.9459207811,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
507,eu felis fusce posuere felis sed,sit amet consectetuer adipiscing,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",9,100,69.1751174415,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
508,imperdiet sapien urna pretium nisl,vel augue vestibulum ante ipsum,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",7,555,307.2533833728,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
509,amet erat nulla tempus vivamus in,nisl,Donec posuere metus vitae ipsum. Aliquam non mauris.,10,409,217.1378997124,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
510,pellentesque volutpat dui maecenas tristique est et,justo in,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",8,863,668.4569634445,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
511,justo etiam pretium iaculis justo in hac habitasse platea,vel sem sed,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",9,348,335.3627397696,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
512,nunc commodo placerat praesent blandit nam,turpis,Nulla ut erat id mauris vulputate elementum.,1,528,317.7892708246,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
513,blandit non interdum in ante,nulla neque,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",6,664,482.6085142206,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
514,feugiat non pretium quis lectus suspendisse potenti in,lorem ipsum dolor sit,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2,446,265.1127805033,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
515,sit amet diam in magna bibendum imperdiet nullam,libero convallis eget eleifend luctus,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,7,655,610.2973188311,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
516,id nisl venenatis lacinia aenean sit amet justo morbi ut,erat volutpat in congue etiam,Integer a nibh. In quis justo.,9,747,575.7484973687,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
517,pellentesque volutpat dui maecenas,enim lorem ipsum dolor,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,9,773,453.77325944,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
518,in blandit ultrices enim,neque sapien placerat,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",7,49,35.2773782294,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
519,quisque ut erat curabitur,tortor id nulla ultrices,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",6,8,5.742314222,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
520,est risus auctor sed,metus aenean fermentum,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",1,972,804.9918276061,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
521,leo odio porttitor id consequat,hac habitasse,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.",4,296,276.8674667921,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
522,pede morbi porttitor lorem,maecenas tincidunt lacus,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",6,985,953.2559905467,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
523,integer ac neque duis bibendum morbi non quam nec dui,leo rhoncus,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",8,870,551.4308801137,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
524,ligula vehicula consequat morbi a ipsum integer,morbi non,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1,406,264.9297417502,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
525,leo maecenas pulvinar lobortis est phasellus sit amet,aenean,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",3,41,33.5117298882,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
526,sed sagittis nam congue,integer ac,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",4,212,141.9167433707,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
527,lacinia sapien quis libero nullam sit amet turpis elementum,dictumst etiam,Nulla tellus. In sagittis dui vel nisl.,3,635,526.1857091284,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
528,non velit donec diam neque vestibulum eget,dictumst,Vivamus vestibulum sagittis sapien.,7,957,551.1676492136,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
529,vestibulum velit id pretium iaculis diam erat fermentum justo,auctor sed tristique in tempus,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",7,804,725.1876316427,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
